2018-11-17;2.51
2018-11-24;2.75
2018-12-01;2.54
2018-12-08;2.59
2018-12-15;2.72
2018-12-22;2.56
2018-12-29;2.30
2019-01-05;2.21
2019-01-12;2.08
2019-01-19;2.39
2019-01-26;2.21
2019-02-02;1.96
2019-02-09;1.59
2019-02-16;1.78
2019-02-23;2.09
2019-03-02;1.88
2019-03-09;1.83
2019-03-16;1.93
2019-03-23;1.76
2019-03-30;2.02
2019-04-06;2.21
2019-04-13;1.97
2019-04-20;2.16
2019-04-27;1.87
2019-05-04;1.89
2019-05-11;1.86
2019-05-18;1.80
2019-05-25;1.74
2019-06-01;1.87
2019-06-08;1.73
2019-06-15;1.80
2019-06-22;1.88
2019-06-29;1.76
2019-07-06;2.10
2019-07-13;1.52
2019-07-20;1.81
2019-07-27;1.67
2019-08-03;1.80
2019-08-10;1.59
2019-08-17;1.56
2019-08-24;1.59
2019-08-31;1.46
2019-09-07;1.70
2019-09-14;1.51
2019-09-21;1.35
2019-09-28;1.52
2019-10-05;1.51
2019-10-12;1.37
2019-10-19;1.52
2019-10-26;1.44
2019-11-02;1.56
2019-11-09;1.47
2019-11-16;1.26
2019-11-23;2.22
2019-11-30;1.44
2019-12-07;0.93
2019-12-14;1.37
2019-12-21;1.81
2019-12-28;1.91
2020-01-04;1.68
2020-01-11;1.21
2020-01-18;1.46
2020-01-25;1.60
2020-02-01;1.98
2020-02-08;1.82
2020-02-15;1.53
2020-02-22;1.49
2020-02-29;1.53
2020-03-07;1.40
2020-03-14;1.05
2020-03-21;-3.28
2020-03-28;-6.96
2020-04-04;-8.91
2020-04-11;-10.77
2020-04-18;-11.16
2020-04-25;-11.32
2020-05-02;-11.18
2020-05-09;-10.44
2020-05-16;-10.34
2020-05-23;-9.71
2020-05-30;-9.49
2020-06-06;-9.11
2020-06-13;-8.45
2020-06-20;-7.77
2020-06-27;-7.55
2020-07-04;-7.12
2020-07-11;-6.90
2020-07-18;-7.53
2020-07-25;-7.13
2020-08-01;-6.69
2020-08-08;-6.00
2020-08-15;-6.08
2020-08-22;-5.24
2020-08-29;-4.75
2020-09-05;-5.01
2020-09-12;-5.86
2020-09-19;-4.85
2020-09-26;-4.73
2020-10-03;-4.28
2020-10-10;-4.00
2020-10-17;-3.98
2020-10-24;-3.46
2020-10-31;-3.14
2020-11-07;-2.92
2020-11-14;-2.91
2020-11-21;-2.83
2020-11-28;-2.05
2020-12-05;-2.43
2020-12-12;-2.67
2020-12-19;-1.90
2020-12-26;-0.61
2021-01-02;-1.84
2021-01-09;-1.61
2021-01-16;-1.93
2021-01-23;-1.87
2021-01-30;-1.87
2021-02-06;-1.97
2021-02-13;-1.42
2021-02-20;-2.64
2021-02-27;-1.54
2021-03-06;-0.74
2021-03-13;-0.33
2021-03-20;4.47
2021-03-27;8.04
2021-04-03;9.74
2021-04-10;11.68
2021-04-17;11.83
2021-04-24;11.87
2021-05-01;11.85
2021-05-08;11.24
2021-05-15;11.25
2021-05-22;11.17
2021-05-29;11.09
2021-06-05;9.86
2021-06-12;10.37
2021-06-19;10.09
2021-06-26;9.83
2021-07-03;10.18
2021-07-10;8.48
2021-07-17;8.93
2021-07-24;8.97
2021-07-31;8.81
2021-08-07;8.10
